"kind","name","type","icon","zones","location","note","info","link","worldOffsetY","worldOffsetZ","offsetX","offsetY","anchorBone"
"npc","Loloroon","","","Nashmau","","","","","","","","",""
"npc","Lombaria","Map Vendor","MapDealer.png","Selbina","","","","","","","","",""
"npc","Lone Horn","","","Bastok|Port Bastok","","","","","","","","",""
"npc","Loo Kohor","","","Monastic Cavern|Outland","","Involved in Quests:\n* An Understanding Overlord?","","","","","","",""
"npc","Lootblox","Goblin Peddler","Merchant.png","Davoi|Outland","","Notes:\nYou must have a {{KeyItem","","","","","","",""
"npc","Lord Fainevlure Ordelle","Royal Knight","Guard.png","Never shown|San d'Oria","","Notes:\nLord Fainevlure Ordelle was the first captain of the Royal Knights. His face adorns the Ordelle Bronzepiece, which was issued in commemoration of him and his knights.","","","","","","",""
"npc","Lord Torresapet B Ordelle","Explorer","Dialogue.png","Never shown|San d'Oria","","Involved in Quests:\n* Signed in Blood (mentioned)\n\nNotes:\nLord Torresapet B Ordelle was a famous explorer and is the namesake of Ordelle's Caves, a twisting limestone cavern which he discovered and went to great lengths to map. He was the rival and contemporary of Gwynham Ironheart, another famous explorer and the creator of the Stone Monuments. Near the end of his life, he wrote a book on the life of Gwynham, which currently resides in the possession of Abelard in Selbina, but was sadly damaged by Gwyham's daughter, Enid Ironheart, and is missing several pages.","","","","","","",""
"npc","Lorena","Guild Points","GuildworkersUnionRepresentative.png","Bastok|Metalworks","","Notes:\nServes the same function as Macuillie, her counterpart in Northern San d'Oria.","","","","","","",""
"npc","Lorissa","Mellidopt Trader","Dialogue.png","Adoulin|Yorcia Weald","","Notes:\nYou need to have previously entered an Alluvion Skirmish before she will appear. She will store Mellidopt Wings traded to the ??? and exchange them for the following items. ---- ? Weapons ? Armour ? Augmentation Stones ? ----","","","","","","",""
"npc","Lothur, I.M.","Campaign","CampaignArbiter.png","Bastok (S)|Castle Zvahl Keep (S)","","Notes:\n* Bastok affiliated Campaign Arbiter. Present when Bastok has control of Castle Zvahl Keep (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation. *Campaign Sword in front of name during Campaign.","","","","","","",""
"npc","Lotine","","","Northern San d'Oria|San d'Oria","","","","","","","","",""
"npc","Lotte","Dialogue NPC","Dialogue.png","Southern San d'Oria","","","","","","","","",""
"npc","Louartain","","","Norg","","","","","","","","",""
"npc","Louis","","","Abyssea|E-4 Abyssea - La Theine","","","","","","","","",""
"npc","Louisareaux","","","F-8 Western Adoulin","","Involved in Quests:\n* A Thirst for the Eons","","","","","","",""
"npc","Loulia","Room Renter","RoomRenters.png","Bastok|Bastok Markets","","","","","","","","",""
"npc","Lourdaude","Tonberry","Dialogue.png","Carpenters' Landing|San d'Oria","","Involved in Quests:\n* Mithran Delicacies","","","","","","",""
"npc","Loussaire","Campaign","CampaignArbiter.png","Bastok (S)|Bastok Markets (S)","","Starts Quests:\n* Scholar's Loafers Quest\n* Scholar's Pants Quest\n* Scholar's Gown Quest\n\nNotes:\nLoussaire provides the following Scholar Artifact Armor upon completion of certain Side Quests: *Scholar's Loafers *Scholar's Pants *Scholar's Gown Note: *Player must be 50+ Scholar and complete Downward Helix to accept the side quest. *Disappears during Campaign Battles in the city.","","","","","","",""
"npc","Loutille","Dialogue NPC","Dialogue.png","Garlaige Citadel (S)|San d'Oria (S)","","Notes:\n:""Have you heard tell of the Gigas invasion of Vunkerl Inlet? :Stories tell of their monstrous strength, effortlessly tossing about boulders even larger than themselves. :...That reminds me, I haven't acquried a map of Vunkerl Inlet myself. :I must go and retrieve one from the Munitions Storeroom.""","","","","","","",""
"npc","Louvairausse","Mission","MissionNPC.png","Cutscene|San d'Oria (S)","","Involved in Missions:\n* WOTG22: A Sanguinary Prelude","","","","","","",""
"npc","Louverance","Mission","MissionNPC.png","Cutscene|Cutscenes|San d'Oria","","Involved in Quests:\n* Over the Hills and Far Away\n* Signed in Blood\n* Tea with a Tonberry?\n\nInvolved in Missions:\n* The Road Forks: The Road Forks\n* Where Messengers Gather (Ulmia's Path)\n* Promathia Mission 7-4: Calm Before the Storm\n* Promathia Mission 8-4: Dawn\n\nNotes:\nThe grandson of Francmage and the heir to the Knights Mistalle, Louverance N Mistalle was employed as a Royal Knight until he resigned his commission. He appears a few times in the Chains of Promathia Missions.","","","","","","",""
"npc","Louxiard","","","San d'Oria (S)|Southern San d'Oria (S)","","Starts Quests:\n* Gifts of the Griffon\n\nInvolved in Missions:\n* WOTG21: Proof of Valor","","","","","","",""
"npc","Luca","Chocobo Circuit Associate","VCSChocoboRacingAssociate.png","Chocobo Circuit","","Notes:\n* Mans the general information counter in the Chocobo Circuit with Khatri.","","","","","","",""
"npc","Lucia","","","Selbina","","","","","","","","",""
"npc","Lucius","Riding the Clouds","QuestNPC.png","Bastok|Metalworks","","Involved in Quests:\n* Riding on the Clouds\n* Waking the Colossus\n* Trust: Bastok - Triggers the cutscene to learn Trust: Volker if you are at least Rank 6.\n\nInvolved in Missions:\n* Bastok Mission 1-1: The Zeruhn Report\n* Bastok Mission 2-3: The Emissary\n* Bastok Mission 3-2: To the Forsaken Mines\n* Bastok Mission 3-3: Jeuno\n* Bastok Mission 5-1: Darkness Rising\n* Bastok Mission 5-2: Xarcabard, Land of Truths\n* Bastok Mission 9-1: The Salt of the Earth\n* Bastok Mission 9-2: Where Two Paths Converge\n\nNotes:\nDescribed in Riding on the Clouds as, ""A man who is ready to move Bastok into the age of magic.""","","","","","","",""
"npc","Lucius (A)","","","Abyssea|Abyssea - Grauberg","","","","","","","","",""
"npc","Lucky Ladon","Special Event","SpecialEventCoordinator.png","West Ronfaure / East Ronfaure / La Theine Plateau / Valkurm Dunes / Jugner Forest / Batallia Downs / North Gustaberg / South Gustaberg / Konschtat Highlands / Pashhow Marshlands / Rolanberry Fields / Beaucedine Glacier / Western Altepa Desert / Eastern Altepa Desert / West Sarutabaruta / East Sarutabaruta / Tahrongi Canyon / Buburimu Peninsula / Meriphataud Mountains / Sauromugue Champaign / The Sanctuary of Zi'Tah / Yuhtunga Jungle / Yhoator Jungle / Qufim Island / Xarcabard (roaming)","","Involved in Quests:\n* Happy New Year 2012\n* Happy New Year 2024","","","","","","",""
"npc","Lucretia","Quest Giver","QuestGiver.png","Northern San d'Oria|San d'Oria","","Notes:\nNo longer closed on Watersday.No longer shares stock with Doggomehr.Stock is the same selection as Vicious Eye and Mololo offers.","","","","","","",""
"npc","Lucretia (Ceizak Battlegrounds)","Quest NPC","QuestNPC.png","Adoulin|Ceizak Battlegrounds","","Starts Quests:\n* To Catch a Predator","","","","","","",""
"npc","Ludiault","","","Norg","","","","","","","","",""
"npc","Ludwig","Map Vendor","MapDealer.png","Mhaura","","Notes:\n* It is more than unlikely that Ludwig is related to Ludwig (S) (wrong face, place and displaced occupation).","","","","","","",""
"npc","Ludwig (S)","Campaign Battle Ally","CampaignArbiter.png","Bastok (S)|Bastok Markets (S)|Battle","","Involved in Missions:\n* | involved in quests\n\nNotes:\n:* Holds the title of 2nd Division's Legatus which makes him Commander in Chief of the 2nd Division/Legion of the Republican Army. :* Can appear in all Campaign Battles for Bastok (S) as the leader of the 2nd Legionnaire squadron. :* Can cast Bio III, Sleep II, Stun, Drain, Aspir, and the Absorb line of spells (eg. Absorb-VIT). :* Uses Guillotine for 1700-2600+ damage. :* His attacks have an Additional Effect: {{Dark|Darkness damage","","","","","","",""
"npc","Ludwig Eichberg","Campaign Leader","TacticalAssessment.png","Bastok (S)|Bastok Markets (S)","","Involved in Missions:\n* Affairs of State\n\nNotes:\n* Holds the title of 2nd Division's Legatus which makes him Commander in Chief of the 2nd Division/Legion of the Republican Army. ""We may have the upper hand in technology and munitions, but the enemy's advantage lies in their sheer numbers. The Allied Campaign will not win in a day, soldier. Make every bullet count.""","","","","","","",""
"npc","Luhk Leotih, M.C.","Campaign","CampaignArbiter.png","Beaucedine Glacier (S)|Windurst (S)","","Notes:\n* Windurst affiliated Campaign Arbiter. Present when Windurst (S) has control of Beaucedine Glacier (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign","","","","","","",""
"npc","Luise, I.M.","Iron Musketeer","Guard.png","","","","","","","","","",""
"npc","Lulupp","Quest Collector","QuestNPC.png","Kazham","","Involved in Quests:\n* The Opo-opo and I\n\nNotes:\n*  Accepts the Broken Mithran Rod for The Opo-opo and I.","","","","","","",""
"npc","Lumber Chest","","","Abyssea|Abyssea - Uleguerand (Vertical Conflux #01)","","Involved in Quests:\n* Home, Home on the Range","","","","","","",""
"npc","Luminous Coalescence","Campaign Battle","CampaignArbiter.png","Battle|Windurst (S)|Windurst Waters (S), Garlaige Citadel (S)","","Notes:\n* Summoned by Lutete during Campaign Battles (up to 4 {{PAGENAME","","","","","","",""
"npc","Lumomo","Quest Giver","QuestGiver.png","Windurst|Windurst Waters map = North|F-10","","Starts Quests:\n* Eco-Warrior (Windurst)","","","","","","",""
"npc","Lunar Rabbit","Event NPC","Event.png","Ru'Lude Gardens|Special Event","","Description:\nA white rabbit which replaces the brown rabbit next to Chacharoon during a full moon.\n\nNotes:\nTrade it certain vegetables for a chance to receive a Large White Tail. It accepts: *San d'Orian Carrot *Moon Carrot *Vomp Carrot *Zegham Carrot *Faerie Apple *La Theine Cabbage *Mithran Tomato *Napa *Ogre Pumpkin *Pamamas *Winterflower *Attohwa Ginseng *Yellow Ginseng","","","","","","",""
"npc","Luquillaue","Barge Schedule","Dialogue.png","Carpenters' Landing Barge|Outland","","Notes:\nProvides information about when the barge will land.","","","","","","",""
"npc","Luren","Crafter Points","GuildMerchant.png","Northern San d'Oria|San d'Oria","","Notes:\nAdministrates Crafter Points for items used to upgrade Escutcheons. Also sells Crafting Kits.","","","","","","",""
"npc","Lurouillat","Sealed Container","Dialogue.png","San d'Oria (S)|Southern San d'Oria (S)","","Notes:\n* Trade Sealed Containers to her to receive the corresponding key item for SCNM battle.","","","","","","",""
"npc","Lusiane","Standard Merchant","StandardMerchant.png","San d'Oria|Southern San d'Oria","","","","","","","","",""
"npc","Lutete","Campaign Battle","CampaignArbiter.png","Battle|Windurst (S)|Windurst Waters (S)","","Involved in Quests:\n* Howl from the Heavens\n\nNotes:\n* Appears during Campaign Battles as the leader of the Ariesian Casters. *Lutete and her caster company will only engage in campaign battles at Garlaige Citadel (S) and Windurst Waters (S). *Summons three Luminous Coalescences that fight alongside her. *Casts Curaga IV on herself and her Luminous Coalescences. *Use the weapon skill Moonlight to restore the MP of her elementals. *Talk: ... Mastering these Near Eastern magics can be quite taxing. If I had a choice, I'd rather be back in bed, relaxing... *Battle cry: ... Um... Holy light... show the way...?","","","","","","",""
"npc","Luthiaque","Map NPC","Map.png","Southern San d'Oria","","Involved in Quests:\n* Lost Chick\n\nNotes:\nThis NPC will display a map of San d'Oria.","","","","","","",""
"npc","Lutia","Scholar","Dialogue.png","Bastok|Metalworks","","Notes:\n* Friend to Professor Emanritan.","","","","","","",""
"npc","Luto Mewrilah","Adventuring Fellow","Dialogue.png","Jeuno|Upper Jeuno","","Starts Quests:\n* Unlisted Qualities (FQ 1A)\n* Girl in the Looking Glass (FQ 1B)\n* Mirror, Mirror (FQ 1C)\n* Past Reflections (FQ 2)\n* Blighted Gloom (FQ 3)\n* Chameleon Capers (FQ 4)\n* Blessed Radiance (FQ 5)\n* Mirror Images (FQ 6)\n* Regaining Trust (FQ cap60)\n* Clash of the Comrades (FQ cap70)\n* A Trial in Tandem (FQ cap75)\n* A Trial in Tandem, Redux (FQ cap80)\n* Yet Another Trial in Tandem (FQ cap85)\n* A Quaternary Trial in Tandem (FQ cap90)\n\nInvolved in Quests:\n* Picture Perfect (FQ cap55) (not involved but listed for reference only)\n* Mixed Signals (FQ cap65)\n* Bait and Switch\n* Lure of the Wildcat (Jeuno)","","","","","","",""
"npc","Luuh Koplehn","Dialogue NPC","Dialogue.png","Windurst|Windurst Walls","","Notes:\nDialog: Come on, Professorrr Koru-Moru. I'm not moving until you cough up the gil forrr yourrr overdue accounts at the Bonework's Guild. As both a ministerrr and the principal of our local school, shouldn't you be setting a betterrr example?","","","","","","",""
"npc","Luzaf","Cutscene NPC","Cutscene.png","Cutscene|Various cutscenes, the Ashu Talif","","Involved in Quests:\n* Unwavering Resolve\n\nStarts Missions:\n* Aht Urhgan Mission 35: Legacy of the Lost\n\nInvolved in Missions:\n* Aht Urhgan Mission 15: The Black Coffin\n* Aht Urhgan Mission 22: Shield of Diplomacy\n* Aht Urhgan Mission 25: Playing the Part\n* Aht Urhgan Mission 29: Puppet in Peril\n* Aht Urhgan Mission 30: Prevalence of Pirates\n* Aht Urhgan Mission 32: In the Blood\n* Aht Urhgan Mission 34: Testing the Waters\n* Aht Urhgan Mission 36: Gaze of the Saboteur\n* Aht Urhgan Mission 37: Path of Blood\n* Aht Urhgan Mission 41: Light of Judgment\n* Aht Urhgan Mission 42: Path of Darkness\n* Aht Urhgan Mission 45: Ragnarok\n\nNotes:\n* Prince Luzaf is the admiral of the ""Black Coffin,"" a.k.a. the Ashu Talif. Originally led a resistance against the Empire of Aht Urhgan two hundred years prior in the Arrapago Islands, but continues to roam the seas as a Fomor.","","","","","","",""
"npc","Lycopodium (NPC)","","","Batallia Downs (S), Garlaige Citadel (S), North Gustaberg (S),|Outland","","Starts Quests:\n* Lycopodium Warps","","","","","","",""
"npc","Lynndi-Sarandi","","","Fort Karugo-Narugo (S)","","","","","","","","",""
"npc","Lysander","Cutscene NPC","Cutscene.png","Cutscene|Jeuno (S)","","Involved in Missions:\n* Cavernous Maws (WOTG01)\n\nNotes:\n* He is a Captain of the Ducal Knights of the Grand Duchy of Jeuno during the Crystal War. *Lysander's known subordinates are Corporal Alystair and Sergeant Barnabas.","","","","","","",""
"npc","Maabu-Sonbu","","","Port Windurst|Windurst","","Involved in Quests:\n* Let Sleeping Dogs Lie","","","","","","",""
"npc","Maabu-Sonbu (A)","","","Abyssea|Abyssea - Grauberg","","","","","","","","",""
"npc","Maan-Pokuun","","","Windurst|Windurst Walls","","","","","","","","",""
"npc","Maat","Limit Break","Dialogue.png","Jeuno|Ru'Lude Gardens","","Starts Quests:\n* In Defiant Challenge (Limit 1)\n* Atop the Highest Mountains (Limit 2)\n* Whence Blows the Wind (Limit 3)\n* Riding on the Clouds (Limit 4)\n* Shattering Stars (Limit 5)\n* Beyond the Sun\n\nInvolved in Quests:\n* Beat Around the Bushin\n* New Worlds Await (Limit 6)\n* Expanding Horizons (Limit 7)\n* Beyond the Stars (Limit 8)\n* Dormant Powers Dislodged (Limit 9)\n* Prelude to Puissance (Limit 10)\n\nStarts Missions:\n* Maat on the Rampage","","","","","","",""
"npc","Maat (A)","","","Abyssea|Abyssea - Uleguerand Second Outpost","","","","","","","","",""
"npc","Maat (S)","Campaign Freelance","CampaignArbiter.png","*East Ronfaure (S)|Battle|Freelance","","Notes:\n* Is sometimes assisted by his training partner Degenhard in battle. *In Campaign Battle, Maat uses Asuran Fists, Spinning Attack, and Bear Killer. *Extremely high counter rate. (75%+) *Extremely potent Auto Regen. ""Heh heh heh. A lot of young brawlers making names for themselves in this time of war. Maybe it's time I got back out onto the battlefield myself!"" ""I bet a young whippersnapper like yourself thinks she's got what it takes to rough up a beastman or two, eh? From what I see, you still have a few more mountains to climb, missy!"" ""Heh heh heh. Listen! You can hear that right? It's the sound of my blood-a-boiling!"" *Wearing his Maat's Cap while talking to him won't change his speech. He ignores it. *Appears in the present as Maat. Maruna-Kurina's Notes: Oh, you've heard of Maat? A regular living legend, that one. He's been living in Jeuno since it was no more than a flyspeck of a fishing village-willage. They say he's mastered every form of combataru there is! I've run into him before in North Gustaberg. But rumor has it he is in charge of some very important tasks back at the Grand Duchy. I wonder how he finds the time to go for leisurely strolls so far away... He has a rival too, you know? What was his name again... Hegen...no...Degenhard! That's it! He's been known to wreak havoc-wavoc on the battlefield every now and then. He loves collecting those ancient papyrus testimonies, no matter what variety. He also has a penchantaru for ambitious souls, and is said to dote on those who have mastered three or more paths of their own. How to Influence: *Trade testimonies to influence him. (He will accept already used and worn testimonies also). **Maat will not accept any testimonies for the jobs that he is not directly involved in breaking (Blue Mage, Corsair, Puppetmaster, Dancer, Scholar). You will get the correct dialogue for influence but he will not take the test or gain any influence by it. *According to the clues given by Maruna-Kurina, it may be possible to influence him by speaking directly if you have completed 3 or more of the Shattering Stars limit break quests that involve fighting him. {{Verification","","","","","","",""
"npc","Maata-Ulaata","","","West Sarutabaruta (I/J-8) - Tower Lobby|Windurst","","","","","","","","",""
"npc","Mabebe","Item Deliverer","ItemDeliverer.png","Al Zahbi","","Notes:\n* Item Delivery services will not be available if Dabigo is taken hostage.","","","","","","",""
"npc","Macchi Gazlitah","Standard Merchant","StandardMerchant.png","Ru'Lude Gardens","","","","","","","","",""
"npc","Maccus","Monstrosity","GoalTracker.png","Feretory","","Involved in Quests:\n* Monstrosity (Quest)\n* Monstrosity\n\nNotes:\nThis spirit resides in the Feretory. It is the true form of the one of the possessed mannequin knowns as Suspicious Hume, Suspicious Elvaan, Suspicious Galka, or Suspicious Tarutaru.","","","","","","",""
"npc","Macera","Armor Depository","ArmorStorer.png","Adoulin|Western Adoulin","","Notes:\nStores lvl 24-60 AF, Relic, RSE and other gearsets.","","","","","","",""
"npc","Machegue","Cutscene NPC","Cutscene.png","Cutscene|San d'Oria (S)","","Involved in Quests:\n* Perils of the Griffon\n* In a Haze of Glory\n* The Price of Valor","","","","","","",""
"npc","Machella","Dialogue NPC","Dialogue.png","Northern San d'Oria|San d'Oria","","Notes:\n""When I was young, San d'Oria was a beautiful city, where life was pleasant and the days were long."" ""But now our rulers favor adventurers, drawing mobs of foreigners to town. Oh, my ears burn with their babbling!""","","","","","","",""
"npc","Machichi","","","Port Windurst|Windurst","","","","","","","","",""
"npc","Machielle","Regional Vendor","RegionalVendor.png","San d'Oria|Southern San d'Oria","","","","","","","","",""
"npc","Machine Outfitter","Martello Support","Dialogue.png","Abyssea|Abyssea - TahrongiAbyssea - KonschtatAbyssea - La TheineAbyssea - MisareauxAbyssea - VunkerlAbyssea - AttohwaAbyssea - Altepa","","Starts Quests:\n* Refuel and Replenish (Konschtat)\n* Refuel and Replenish (La Theine)\n* Refuel and Replenish (Tahrongi)\n* Refuel and Replenish (Misareaux)\n* Refuel and Replenish (Vunkerl)\n* Refuel and Replenish (Attohwa)\n* Refuel and Replenish (Altepa)\n* A Mightier Martello (Konschtat)\n* A Mightier Martello (La Theine)\n* A Mightier Martello (Tahrongi)\n* A Mightier Martello (Misareaux)\n* A Mightier Martello (Vunkerl)\n* A Mightier Martello (Attohwa)","","","","","","",""
"npc","Machionage","","","San d'Oria (S)|Southern San d'Oria (S)","","Involved in Quests:\n* Gifts of the Griffon\n\nInvolved in Missions:\n* WOTG21: Proof of Valor","","","","","","",""
"npc","Machitata","Residence Renter","RoomRenters.png","Windurst|Windurst Waters map = North|L-11","","Involved in Quests:\n* Hat in Hand","","","","","","",""
"npc","Machu-Kuchu","Teleport Service","WarpNPC.png","Port Windurst|Windurst","","Notes:\nHe will warp you for free to Komulili in (Windurst Walls, (J-11). ""Have you, traveler, also come to Windurst to take a looky at the Great Star Tree? If so, then the star tree, also known as Heavens Tower, is far to the northeasty of here, in Windurst Walls. If you wanty, I can use my magic to sendy you to Windurst Walls in an instant. Would you likey that?""","","","","","","",""
"npc","Macici","Advanced Synthesis Support","GuildMaster.png","Al Zahbi","","Involved in Quests:\n* Promotion: Chief Sergeant\n\nNotes:\n* Payment for Advanced Synthesis support is one Imperial Bronze Piece.","","","","","","",""
"npc","Macro Test","Test Target","Dialogue.png","Batallia Downs","","Notes:\n* Batallia Downs: 2 Cardians *Rolanberry Fields: 3 Cardians *Sauromugue Champaign: 3 Cardians The Cardians live just outside the exits from Jeuno. As the name implies, their intended purpose is to allow players to test combat macros that are only usable during combat. * Check as ""Impossible to Gauge"". * Do not move or fight back. * Damage from all attacks (both physical and magical) is reduced to zero. * Completely immune to all enfeebles except Dia and Bio (damage over time from those two spells is also reduced to zero). * You cannot gain TP and you cannot gain combat or magic skillups from attacking them. * Their HP is shrouded at all times. Like Domain Invasion, Macro Test cardians can be attacked by any player regardless of party or alliance formation. Unlike Domain Invasion, Trusts can not be called out while engaged with a Macro Test cardian. You can disengage and immediately begin calling trusts.","","","","","","",""
"npc","Macuillie","Guild Points","GuildworkersUnionRepresentative.png","Northern San d'Oria|San d'Oria","","Notes:\nServes the same function as Lorena, her counterpart in Metalworks.","","","","","","",""
"npc","Madaline","Cutscene NPC","Cutscene.png","Northern San d'Oria","","","","","","","","",""
"npc","Madelleon, R.K.","Campaign","CampaignArbiter.png","San d'Oria (S)|West Sarutabaruta (S)","","Notes:\n* San d'Oria affiliated Campaign Arbiter. Present when San d'Oria (S) has control of West Sarutabaruta (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign","","","","","","",""
"npc","Maera","Standard Merchant","StandardMerchant.png","Ship bound for Selbina lower deck (Mhaura to Selbina route)","","","","","","","","",""
"npc","Mafwahb","City Gate Guard","Guard.png","Aht Urhgan Whitegate|Al Zahbi","","Notes:\n* Guard the gate to Imperial Whitegate. No commoners can pass.","","","","","","",""
"npc","Magali","","","Chocobo Circuit","","","","","","","","",""
"npc","Magdalena","Dialogue NPC","Dialogue.png","Bastok (S)|Bastok Markets (S)","","Notes:\n""I'll admit, I wasn't sure how things would turn out when Selbina suddenly declared its independence. Senator Werner dispatched the Republican Legion and took control of the situation with such incredible speed. Even the president himself was amazed by the senator's show of skill.""","","","","","","",""
"npc","Magephaud","Quest Giver","QuestGiver.png","Norg","","Starts Quests:\n* Everyone's Grudge","","","","","","",""
"npc","Magh Bihu","Cutscene NPC","Cutscene.png","Cutscenes only!","","Involved in Missions:\n* The Voracious Resurgence 1-3: The Destiny Destroyers\n* The Voracious Resurgence 8-2: Not Just a Pretty Face\n* The Voracious Resurgence 9-4: The Prime Weapons\n* The Voracious Resurgence 10-2: Magh Bihu on the Prowl\n* The Voracious Resurgence 10-3: 101 Dazbogs\n* The Voracious Resurgence 10-4: Kipdrix the Faithful\n* The Voracious Resurgence 10-5: Duke Alloces's Decision\n* The Voracious Resurgence 11-2: The Voracious Beast\n\nNotes:\n* Sometime member of the Destiny Destroyers. *Fought during The Voracious Resurgence 1-3: The Destiny Destroyers. *Assists in combat during **The Voracious Resurgence 8-2: Not Just a Pretty Face **The Voracious Resurgence 10-4: Kipdrix the Faithful **The Voracious Resurgence 10-5: Duke Alloces's Decision **The Voracious Resurgence 11-2: The Voracious Beast","","","","","","",""
"npc","Magian Moogl","Emote Trials","Dialogue.png","","","","","","","","","",""
"npc","Magian Moogle","","","*Ru'Lude Gardens","","Involved in Quests:\n* Trial of the Magians","","","","","","",""
"npc","Magian Moogle (blue)","Armor Trials","Dialogue.png","Ru'Lude Gardens","","Involved in Quests:\n* Trial of the Magians\n\nNotes:\nThis Magian Moogle is only associated with armor trials.","","","","","","",""
"npc","Magian Moogle (green)","Special Event","SpecialEventCoordinator.png","Ru'Lude Gardens","","Involved in Quests:\n* Trial of the Magians\n\nNotes:\nThis Magian Moogle is only associated with emote trials.","This Magian Moogle is only associated with emote trials.","","","","","",""
"npc","Magivore Ternion","Special Event","SpecialEventCoordinator.png","*West Ronfaure|Special Event","","","","","","","","",""
"npc","Magnelie","Holiday Event","Event.png","Southern San d'Oria","","Holiday Event:\n* Delivery Helper target NPC for Kiddie Presents.","","","","","","",""
"npc","Magriffon","Quest Giver","QuestGiver.png","Kazham","","Starts Quests:\n* Gullible's Travels\n* Even More Gullible's Travels\n\nInvolved in Quests:\n* Return to the Depths","","","","","","",""
"npc","Magriffon (A)","Reputation","ReputationNPC.png","Abyssea|Abyssea - Uleguerand","","","","","","","","",""
"npc","Magumo-Yagimo, W.W.","Conquest Overseer","ConquestOverseer.png","Outland|Windurst|Xarcabard","","Notes:\nAppears, when Valdeaunia is under weekly conquest-control by Windurst ;Notes for characters only with Windurst as current Allegiance: :*Casts Signet :*Choice of setting Home Point for free :*Recharges Empress Band or Chariot Band :*Accepts Valdeaunia Supplies for finishing Supply Quest :*Accepts Garrison starting item Behemoth Leather Missive ;Notes for characters only without Windurst as current Allegiance: :*Choice of setting Home Point for a fee - higher prices for higher Allegiance Ranks (Rank 10: 5600 gil) For further information see Conquest Overseer.","","","","","","",""
"npc","Mahien-Uhien","Outpost Vendor","Merchant.png","West Sarutabaruta","","Notes:\nAppears when Sarutabaruta is under weekly conquest-control by one of the three nations. :*Sells to and buys items from characters allied with the nation that has the weekly conquest-control of this region. :*All items which Standard Merchants normally buy, can be traded by all characters for regional influence points. The points are awarded to the trader's current Allegiance. :*Teleports players who have previously done a Supply Run for the specific region, to their Allegiance Teleport NPC in one of the three cities. For further information, see Outpost Vendor. ;Items sold: *Antidote 316gil *Echo Drops 800gil *Ether 4832gil *Eye Drops 2595gil *Potion 910gil","Appears when Sarutabaruta is under weekly conquest-control by one of the three nations. :*Sells to and buys items from characters allied with the nation that has the weekly conquest-control of this region. :*All items which Standard Merchants normally buy, can be traded by all characters for regional influence points. The points are awarded to the trader's current Allegiance. :*Teleports players who have previously done a Supply Run for the specific region, to their Allegiance Teleport NPC in one of the three cities. For further information, see Outpost Vendor. ;Items sold: *Antidote 316gil *Echo Drops 800gil *Ether 4832gil *Eye Drops 2595gil *Potion 910gil","","","","","",""
"npc","Mahoh Mahborogho","","","Windurst|Windurst Woods","","","","","","","","",""
"npc","Mahol, I.M.","Conquest Overseer","ConquestOverseer.png","Bastok|Yuhtunga Jungle","","Notes:\nAppears, when Elshimo Lowlands is under weekly conquest-control by Bastok. ;Notes for characters only with Bastok as current Allegiance: :*Casts Signet :*Choice of setting Home Point for free :*Recharges Emperor Band, Empress Band or Chariot Band :*Accepts Elshimo Lowlands Supplies for finishing Supply Quest :*Accepts Garrison starting item Sheep Leather Missive ;Notes for characters only without Bastok as current Allegiance: :*Choice of setting Home Point for a fee - higher prices for higher Allegiance Ranks (Rank 10: 5600 gil) For further information see Conquest Overseer.","","","","","","",""
"npc","Mailleronce","","","San d'Oria (S)|Southern San d'Oria (S)","","Involved in Missions:\n* WOTG21: Proof of Valor","","","","","","",""
"npc","Mailloquetat","","","Jeuno|Temple of the Goddess - Upper Jeuno","","Involved in Quests:\n* Save My Sister","","","","","","",""
"npc","Main Gate Area (Selbina)","","","Selbina","","","","","","","","",""
"npc","Main-Harmain","","","Jeuno|Ru'Lude Gardens","","","","","","","","",""
"npc","Mainchelite","","","San d'Oria (S)|Southern San d'Oria (S)","","Starts Quests:\n* Steamed Rams\n\nInvolved in Quests:\n* Her Memories: Carnelian Footfalls\n\nInvolved in Missions:\n* Back to the Beginning","","","","","","",""
"npc","Mairee","Chocobo Renter","ChocoboRenter.png","Jeuno|Upper Jeuno","","","","","","","","",""
"npc","Majiji","","","Windurst|Windurst Waters map = North|K-6","","","","","","","","",""
"npc","Majjih Bakrhamab","Adventurer's Assistant","AdventurersAssistant.png","Kazham","","","","","","","","",""
"npc","Maju-Naju","Cutscene NPC","Cutscene.png","Cutscene|Windurst|Windurst Waters South at the Rhinostery","","Involved in Quests:\n* Healing Herbs","","","","","","",""
"npc","Makarim","Mission","MissionNPC.png","Bastok|Zeruhn Mines","","Involved in Missions:\n* Bastok Mission 1-1: The Zeruhn Report\n* Bastok Mission 8-2: Enter the Talekeeper\n* The Voracious Resurgence #1: The Gloom Phantom's Approach","","","","","","",""
"npc","Makel-Pakel","JSE Recycler","Dialogue.png","Adoulin|Celennia Memorial Library","","Notes:\nAllows you to trade 3 unwanted Level 99 J.S.E. Capes for any single Level 99 J.S.E. Cape of your choice. He does NOT accept augmented capes from Incursion, but if you trade him your augmented capes one at a time, he will remove the augments. Then you can trade them for a different cape.","","","","","","",""
